cell_id,city,city_code,type,context,W,sinuosity,qp,vbar,base_pass,dens_base,fr_base,qr_star,above_upper
SEA-seattle-5432169-0-1,seattle,SEA,A,residential,1.651,1.0,20,1.25,True,0.164,1.006,6.0,False
SEA-seattle-5449903-0-0,seattle,SEA,A,residential,1.829,1.0,22,1.227,True,0.166,1.0,6.0,False
SEA-seattle-5449118-0-0,seattle,SEA,A,residential,1.829,1.0,22,1.233,True,0.165,0.998,6.0,False
SEA-seattle-5438086-0-1,seattle,SEA,A,residential,1.829,1.0,22,1.241,True,0.163,0.999,5.0,False
SEA-seattle-5453813-0-0,seattle,SEA,A,residential,1.829,1.0022,22,1.195,True,0.171,1.0,10.0,False
SEA-seattle-5433778-0-0,seattle,SEA,A,residential,1.829,1.0,22,1.237,True,0.164,1.002,6.0,False
SEA-seattle-5426480-0-0,seattle,SEA,A,residential,1.829,1.0,22,1.231,True,0.165,1.0,6.0,False
SEA-seattle-5452128-0-1,seattle,SEA,A,residential,2.438,1.0,29,1.264,True,0.157,1.0,12.0,False
SEA-seattle-5454776-0-1,seattle,SEA,A,residential,2.591,1.0,31,1.266,True,0.158,1.003,18.0,False
SEA-seattle-5434873-0-0,seattle,SEA,A,commercial,2.438,1.0,37,1.232,True,0.206,1.0,12.0,False
SEA-seattle-5426595-0-0,seattle,SEA,A,commercial,2.54,1.0,38,1.238,True,0.202,1.002,15.0,False
SEA-seattle-5434873-0-0,seattle,SEA,A,commercial,2.438,1.0,61,1.151,True,0.364,1.007,3.0,False
SEA-seattle-5445989-0-0,seattle,SEA,A,commercial,4.064,1.0,61,1.167,True,0.215,0.998,10.0,False
SEA-seattle-5423808-0-1,seattle,SEA,A,commercial,4.115,1.0,62,1.163,True,0.216,0.999,10.0,False
SEA-seattle-5426595-0-0,seattle,SEA,A,commercial,2.54,1.0,64,1.148,True,0.367,1.008,3.0,False
SEA-seattle-5445989-0-0,seattle,SEA,A,commercial,4.064,1.0,102,0.962,True,0.435,0.986,5.0,False
SEA-seattle-5423808-0-1,seattle,SEA,A,commercial,4.115,1.0,103,0.95,True,0.439,0.993,5.0,False
SEA-seattle-5439807-0-1,seattle,SEA,C,residential,1.524,1.0,8,1.314,True,0.067,0.998,0.0,False
SEA-seattle-5455466-0-0,seattle,SEA,C,residential,1.524,1.0,8,1.314,True,0.067,0.998,0.0,False
SEA-seattle-5442697-0-2,seattle,SEA,C,residential,1.524,1.0,8,1.314,True,0.067,0.999,0.0,False
SEA-seattle-5455998-0-0,seattle,SEA,C,residential,1.524,1.0288,8,1.328,True,0.066,1.005,0.0,False
SEA-seattle-5457277-0-2,seattle,SEA,C,residential,1.524,1.0,8,1.314,True,0.067,1.001,0.0,False
SEA-seattle-5441957-0-1,seattle,SEA,C,commercial,1.168,1.0,18,1.161,True,0.225,1.0,0.0,False
SEA-seattle-5439807-0-1,seattle,SEA,C,residential,1.524,1.0,18,1.265,True,0.158,1.004,0.0,False
SEA-seattle-5455466-0-0,seattle,SEA,C,residential,1.524,1.0,18,1.267,True,0.158,1.003,0.0,False
SEA-seattle-5442697-0-2,seattle,SEA,C,residential,1.524,1.0,18,1.265,True,0.158,1.005,0.0,False
SEA-seattle-5455998-0-0,seattle,SEA,C,residential,1.524,1.0288,18,1.325,True,0.149,1.02,0.0,False
SEA-seattle-5457277-0-2,seattle,SEA,C,residential,1.524,1.0,18,1.265,True,0.158,1.004,0.0,False
SEA-seattle-5451525-0-0,seattle,SEA,C,commercial,1.524,1.0814,23,0.879,True,0.306,1.01,0.0,False
SEA-seattle-5441957-0-1,seattle,SEA,C,commercial,1.168,1.0,29,1.046,True,0.402,0.997,0.0,False
SEA-seattle-5451525-0-0,seattle,SEA,C,commercial,1.524,1.0814,38,0.845,True,0.528,1.014,0.0,False
TPE-taipei-idx12521-0-5,taipei,TPE,A,residential,1.75,1.0,9,1.317,True,0.066,1.002,10.0,False
TPE-taipei-idx1592-0-2,taipei,TPE,A,residential,1.96,1.0,10,1.311,True,0.066,1.004,15.0,False
TPE-taipei-idx14193-0-0,taipei,TPE,A,residential,1.99,1.0,10,1.314,True,0.064,1.008,15.0,False
TPE-taipei-idx326-0-1,taipei,TPE,A,residential,2.05,1.0,10,1.314,True,0.062,1.006,15.0,False
TPE-taipei-idx674-0-1,taipei,TPE,A,residential,2.06,1.0,10,1.315,True,0.062,1.009,15.0,False
TPE-taipei-idx15074-0-0,taipei,TPE,A,residential,2.36,1.0,12,1.323,True,0.064,1.003,20.0,True
TPE-taipei-idx4344-0-0,taipei,TPE,A,residential,3.54,1.0,18,1.321,True,0.064,1.005,20.0,True
TPE-taipei-idx9453-0-1,taipei,TPE,A,residential,3.55,1.0,18,1.323,True,0.064,1.004,20.0,True
TPE-taipei-idx12521-0-5,taipei,TPE,A,residential,1.75,1.0,21,1.246,True,0.163,0.997,6.0,False
TPE-taipei-idx1592-0-2,taipei,TPE,A,residential,1.96,1.0,24,1.225,True,0.169,0.996,8.0,False
TPE-taipei-idx14193-0-0,taipei,TPE,A,residential,1.99,1.0,24,1.231,True,0.165,0.994,6.0,False
TPE-taipei-idx326-0-1,taipei,TPE,A,residential,2.05,1.0,25,1.236,True,0.166,1.001,10.0,False
TPE-taipei-idx674-0-1,taipei,TPE,A,residential,2.06,1.0,25,1.238,True,0.165,1.003,8.0,False
TPE-taipei-idx15074-0-0,taipei,TPE,A,residential,2.36,1.0,28,1.264,True,0.157,0.999,12.0,False
TPE-taipei-idx9590-0-0,taipei,TPE,A,commercial,2.04,1.0,31,1.195,True,0.215,1.004,6.0,False
TPE-taipei-idx15608-0-1,taipei,TPE,A,commercial,2.48,1.0,37,1.237,True,0.202,0.996,12.0,False
TPE-taipei-idx11047-0-0,taipei,TPE,A,commercial,2.69,1.0,40,1.235,True,0.201,1.001,15.0,False
TPE-taipei-idx4344-0-0,taipei,TPE,A,residential,3.54,1.0,42,1.233,True,0.161,1.003,15.0,False
TPE-taipei-idx9453-0-1,taipei,TPE,A,residential,3.55,1.0,43,1.229,True,0.165,0.999,15.0,False
TPE-taipei-idx813-0-1,taipei,TPE,A,commercial,2.99,1.0,45,1.218,True,0.207,0.998,12.0,False
TPE-taipei-idx9590-0-0,taipei,TPE,A,commercial,2.04,1.0,51,1.046,True,0.405,1.005,0.0,False
