cell_id,city,city_code,type,context,W,sinuosity,qp,vbar,base_pass,dens_base,fr_base,qr_star,above_upper
TPE-taipei-idx15608-0-1,taipei,TPE,A,commercial,2.48,1.0,62,1.152,True,0.363,1.006,3.0,False
TPE-taipei-idx11047-0-0,taipei,TPE,A,commercial,2.69,1.0,67,1.135,True,0.367,1.002,3.0,False
TPE-taipei-idx813-0-1,taipei,TPE,A,commercial,2.99,1.0,75,1.064,True,0.394,1.001,2.0,False
TPE-taipei-idx16266-0-0,taipei,TPE,A,MRT-frontage,3.19,1.0,96,0.882,True,0.568,0.977,0.0,False
TPE-taipei-idx16266-0-0,taipei,TPE,A,MRT-frontage,3.19,1.0,144,0.248,False,1.642,3.931,0.0,False
TPE-taipei-idx9524-0-2,taipei,TPE,C,residential,1.19,1.0,6,1.3,True,0.065,0.985,0.0,False
TPE-taipei-idx5185-0-1,taipei,TPE,C,residential,1.2,1.0,6,1.3,True,0.065,0.983,0.0,False
TPE-taipei-idx9524-0-2,taipei,TPE,C,residential,1.19,1.0,14,1.214,True,0.164,1.01,0.0,False
TPE-taipei-idx5185-0-1,taipei,TPE,C,residential,1.2,1.0,14,1.215,True,0.163,1.01,0.0,False
TPE-taipei-idx5150-0-0,taipei,TPE,C,commercial,1.2,1.0,18,1.174,True,0.217,1.002,0.0,False
TPE-taipei-idx5349-0-1,taipei,TPE,C,commercial,1.2,1.0,18,1.175,True,0.217,1.003,0.0,False
TPE-taipei-idx5283-0-0,taipei,TPE,C,commercial,1.2,1.0,18,1.174,True,0.217,1.002,0.0,False
TPE-taipei-idx2314-0-0,taipei,TPE,C,commercial,1.27,1.0,19,1.195,True,0.213,1.0,0.0,False
TPE-taipei-idx12764-0-0,taipei,TPE,C,commercial,1.48,1.0,22,1.233,True,0.203,0.999,0.0,False
TPE-taipei-idx5150-0-0,taipei,TPE,C,commercial,1.2,1.0,30,1.058,True,0.4,0.996,0.0,False
TPE-taipei-idx5349-0-1,taipei,TPE,C,commercial,1.2,1.0,30,1.06,True,0.4,0.993,0.0,False
TPE-taipei-idx5283-0-0,taipei,TPE,C,commercial,1.2,1.0,30,1.058,True,0.401,0.996,0.0,False
TPE-taipei-idx2314-0-0,taipei,TPE,C,commercial,1.27,1.0,32,1.082,True,0.395,0.996,0.0,False
TPE-taipei-idx12764-0-0,taipei,TPE,C,commercial,1.48,1.0,37,1.096,True,0.386,0.999,0.0,False
TAO-taoyuan-idx10181-0-0,taoyuan,TAO,A,residential,1.8,1.0,9,1.318,True,0.064,1.0,12.0,False
TAO-taoyuan-idx5160-0-0,taoyuan,TAO,A,residential,1.87,1.0,9,1.316,True,0.062,1.001,15.0,False
TAO-taoyuan-idx718-0-1,taoyuan,TAO,A,residential,1.97,1.0,10,1.317,True,0.065,1.007,15.0,False
TAO-taoyuan-idx3430-0-3,taoyuan,TAO,A,residential,2.04,1.0,10,1.317,True,0.063,1.005,15.0,False
TAO-taoyuan-idx7044-0-7,taoyuan,TAO,A,residential,2.23,1.0,11,1.324,True,0.063,1.005,18.0,False
TAO-taoyuan-idx6720-0-3,taoyuan,TAO,A,residential,2.3,1.0,12,1.322,True,0.066,1.0,18.0,False
TAO-taoyuan-idx3410-0-9,taoyuan,TAO,A,residential,2.4,1.0,12,1.324,True,0.063,1.001,20.0,True
TAO-taoyuan-idx5379-0-4,taoyuan,TAO,A,residential,2.6,1.0,13,1.324,True,0.063,1.003,20.0,True
TAO-taoyuan-idx158-0-0,taoyuan,TAO,A,residential,3.0,1.0,15,1.322,True,0.063,0.987,20.0,True
TAO-taoyuan-idx9038-0-2,taoyuan,TAO,A,residential,3.07,1.0,15,1.324,True,0.062,0.988,20.0,True
TAO-taoyuan-idx10181-0-0,taoyuan,TAO,A,residential,1.8,1.0,22,1.225,True,0.169,0.996,6.0,False
TAO-taoyuan-idx5160-0-0,taoyuan,TAO,A,residential,1.87,1.0,22,1.235,True,0.161,0.997,8.0,False
TAO-taoyuan-idx718-0-1,taoyuan,TAO,A,residential,1.97,1.0,24,1.235,True,0.166,0.997,8.0,False
TAO-taoyuan-idx3430-0-3,taoyuan,TAO,A,residential,2.04,1.0,24,1.239,True,0.16,0.996,10.0,False
TAO-taoyuan-idx7044-0-7,taoyuan,TAO,A,residential,2.23,1.0,27,1.255,True,0.162,1.003,12.0,False
TAO-taoyuan-idx6720-0-3,taoyuan,TAO,A,residential,2.3,1.0,28,1.26,True,0.162,0.997,12.0,False
TAO-taoyuan-idx3410-0-9,taoyuan,TAO,A,residential,2.4,1.0,29,1.26,True,0.16,0.999,15.0,False
TAO-taoyuan-idx5379-0-4,taoyuan,TAO,A,residential,2.6,1.0,31,1.263,True,0.158,1.004,18.0,False
TAO-taoyuan-idx578-0-8,taoyuan,TAO,A,commercial,2.28,1.0,34,1.224,True,0.204,0.995,12.0,False
TAO-taoyuan-idx531-0-1,taoyuan,TAO,A,residential,6.92,1.0,35,1.257,True,0.067,0.998,18.0,False
TAO-taoyuan-idx158-0-0,taoyuan,TAO,A,residential,3.0,1.0,36,1.254,True,0.16,1.004,15.0,False
TAO-taoyuan-idx9038-0-2,taoyuan,TAO,A,residential,3.07,1.0,37,1.25,True,0.161,0.997,15.0,False
TAO-taoyuan-idx578-0-8,taoyuan,TAO,A,commercial,2.28,1.0,57,1.124,True,0.373,1.008,4.0,False
TAO-taoyuan-idx6656-0-0,taoyuan,TAO,A,commercial,5.0,1.0,75,0.0,False,99.0,0.0,0.0,False
TAO-taoyuan-idx531-0-1,taoyuan,TAO,A,residential,6.92,1.0,83,1.001,True,0.198,0.992,20.0,True
TAO-taoyuan-idx6656-0-0,taoyuan,TAO,A,commercial,5.0,1.0,125,0.0,False,99.0,0.0,0.0,False
TAO-taoyuan-idx8762-0-0,taoyuan,TAO,C,residential,0.43,1.0,2,0.0,True,0.0,1.0,0.0,False
TAO-taoyuan-idx2361-0-3,taoyuan,TAO,C,residential,0.51,1.0,2,0.0,True,0.0,1.0,0.0,False
TAO-taoyuan-idx8762-0-0,taoyuan,TAO,C,residential,0.43,1.0,5,0.0,True,0.0,1.0,0.0,False
TAO-taoyuan-idx2361-0-3,taoyuan,TAO,C,residential,0.51,1.0,6,0.0,True,0.0,1.0,0.0,False
TAO-taoyuan-idx6197-0-0,taoyuan,TAO,C,residential,1.2,1.0,6,1.3,True,0.065,0.988,0.0,False
TAO-taoyuan-idx3665-0-0,taoyuan,TAO,C,residential,1.2,1.0,6,1.301,True,0.065,0.989,0.0,False
TAO-taoyuan-idx9342-0-2,taoyuan,TAO,C,residential,1.34,1.0,7,1.297,True,0.068,1.0,0.0,False
TAO-taoyuan-idx1898-0-4,taoyuan,TAO,C,residential,1.46,1.0,7,1.311,True,0.061,1.001,0.0,False
TAO-taoyuan-idx6197-0-0,taoyuan,TAO,C,residential,1.2,1.0,14,1.215,True,0.162,1.007,0.0,False
TAO-taoyuan-idx3665-0-0,taoyuan,TAO,C,residential,1.2,1.0,14,1.215,True,0.162,1.008,0.0,False
TAO-taoyuan-idx9342-0-2,taoyuan,TAO,C,residential,1.34,1.0,16,1.258,True,0.161,0.998,0.0,False
TAO-taoyuan-idx373-0-1,taoyuan,TAO,C,commercial,1.2,1.0,18,1.175,True,0.216,1.003,0.0,False
TAO-taoyuan-idx1898-0-4,taoyuan,TAO,C,residential,1.46,1.0,18,1.267,True,0.165,1.002,0.0,False
TAO-taoyuan-idx373-0-1,taoyuan,TAO,C,commercial,1.2,1.0,30,1.06,True,0.4,0.997,0.0,False
