way_id,highway,name,name_zh,n_nodes,length_m,max_turn_deg,wander_deg,cum_turn_deg,sinuosity,lat0,lon0,lat1,lon1,width_tag,width_m,n_barriers,n_crossings,junc_deg_max,junc_node,cell_type,type_a,type_b,type_c,type_d,splittable,evidence
657833532,footway,,,13,149.4,40.3,54.4,225.0,1.154,1.331087,103.860503,1.330413,103.859553,,,0,0,3,0,B,0,1,0,0,0,"curve(cum=225,max=40.3,sin=1.154)"
661246483,footway,,,6,54.4,6.0,5.9,13.7,1.0,1.319756,103.861576,1.320136,103.861885,,,0,0,2,0,A,1,0,0,0,0,in_band
661246488,footway,,,7,251.9,5.7,3.1,14.2,1.001,1.316834,103.862441,1.318199,103.860635,,,0,4,5,0,A,0,0,0,0,1,splittable
663325300,cycleway,,,24,626.8,48.0,80.3,165.3,1.446,1.320865,103.863029,1.316997,103.862556,,,0,5,4,0,B,0,1,0,0,0,"curve(cum=165.3,max=48,sin=1.446)"
663866966,footway,,,4,115.9,3.4,2.6,3.5,1.0,1.317398,103.859968,1.318199,103.860635,,,0,0,5,0,A,0,0,0,0,1,splittable
663903410,cycleway,,,4,27.1,10.5,8.0,11.0,1.003,1.318394,103.86078,1.318199,103.860635,,,0,2,5,0,D,1,0,0,1,0,"junc(deg=5,cross_end=0);in_band"
665773114,residential,Opal Crescent,,6,30.7,15.6,25.0,30.8,1.014,1.328038,103.866818,1.327916,103.866574,,,0,0,3,0,B,0,1,0,1,0,"curve(cum=30.8,max=15.6,sin=1.014);junc(deg=3,cross_end=0)"
665773115,residential,Opal Crescent,,3,46.5,8.3,5.8,8.3,1.002,1.327916,103.866574,1.327622,103.866277,,,0,0,2,0,A,1,0,0,0,0,in_band
666007394,residential,Kallang Bahru,,2,21.2,0.0,0.0,0,1.0,1.318685,103.866174,1.318845,103.866277,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
666007396,residential,Kallang Bahru,,2,11.4,0.0,0.0,0,1.0,1.3186,103.866117,1.318685,103.866174,,,0,0,3,0,D,0,0,0,1,0,"junc(deg=3,cross_end=0);short"
666007399,residential,Kallang Bahru,,2,17.7,0.0,0.0,0,1.0,1.318464,103.866035,1.3186,103.866117,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
666007402,residential,Kallang Bahru,,2,5.5,0.0,0.0,0,1.0,1.318421,103.866009,1.318464,103.866035,,,0,0,3,0,D,0,0,0,1,0,"junc(deg=3,cross_end=0);short"
666010791,residential,Lorong Bakar Batu,,2,48.3,0.0,0.0,0,1.0,1.327764,103.872571,1.328031,103.872229,,,0,0,4,0,D,1,0,0,1,0,"junc(deg=4,cross_end=0);in_band"
666577781,residential,Race Course Road,è·é¦¬åè·¯,3,34.3,0.0,0.0,0.0,1.0,1.316079,103.857983,1.315854,103.857772,,,0,0,2,0,A,1,0,0,0,0,in_band
666577782,residential,Race Course Road,è·é¦¬åè·¯,2,19.8,0.0,0.0,0,1.0,1.316209,103.858105,1.316079,103.857983,,,0,0,2,0,A,1,0,0,0,0,in_band
666577783,residential,Race Course Road,è·é¦¬åè·¯,2,16.5,0.0,0.0,0,1.0,1.315854,103.857772,1.315747,103.85767,,,0,0,2,0,A,1,0,0,0,0,in_band
666585597,primary,Serangoon Road,å®é¾å²è·¯,3,22.1,0.0,0.0,0.0,1.0,1.314979,103.857926,1.315136,103.85805,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
666585598,primary,Serangoon Road,å®é¾å²è·¯,3,28.2,0.0,0.0,0.0,1.0,1.31439,103.857468,1.314592,103.857621,,,0,2,4,1,D,1,0,0,1,0,"junc(deg=4,cross_end=1);in_band"
666590289,residential,Petain Road,,3,36.2,0.0,0.0,0.0,1.0,1.312139,103.858209,1.312342,103.857954,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
666590290,residential,Petain Road,,2,24.5,0.0,0.0,0,1.0,1.311609,103.858898,1.311737,103.858718,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
666590291,residential,Petain Road,,3,33.2,0.7,0.6,0.7,1.0,1.312342,103.857954,1.312536,103.857727,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
666590292,residential,Petain Road,,2,46.3,0.0,0.0,0,1.0,1.312724,103.857501,1.312997,103.857187,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
666596046,residential,Beatty Road,,2,17.7,0.0,0.0,0,1.0,1.31421,103.859472,1.314335,103.859571,,,0,0,4,0,D,1,0,0,1,0,"junc(deg=4,cross_end=0);in_band"
666596047,residential,Beatty Road,,2,50.8,0.0,0.0,0,1.0,1.313853,103.859187,1.31421,103.859472,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
666597614,residential,Beatty Road,,2,15.5,0.0,0.0,0,1.0,1.312946,103.859689,1.31286,103.859799,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
666597617,residential,Beatty Road,,2,20.5,0.0,0.0,0,1.0,1.31306,103.859544,1.312946,103.859689,,,0,0,2,0,A,1,0,0,0,0,in_band
666604026,residential,Beatty Road,,3,25.7,0.7,0.5,0.7,1.0,1.313714,103.858787,1.313563,103.858961,,,0,0,4,0,D,1,0,0,1,0,"junc(deg=4,cross_end=0);in_band"
666604027,residential,Beatty Road,,3,10.3,0.2,0.1,0.2,1.0,1.313926,103.858537,1.313868,103.858609,,,0,0,2,0,A,0,0,0,0,0,short
666604028,residential,Beatty Road,,2,26.2,0.0,0.0,0,1.0,1.31408,103.858358,1.313926,103.858537,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
666604029,residential,Beatty Road,,2,45.9,0.0,0.0,0,1.0,1.314375,103.857973,1.314126,103.858303,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
666604030,residential,Beatty Road,,4,10.1,10.4,8.5,11.7,1.004,1.31439,103.857884,1.314375,103.857973,,,0,0,4,0,D,0,0,0,1,0,"junc(deg=4,cross_end=0);short"
666604031,residential,Beatty Road,,3,11.7,4.6,3.7,4.6,1.0,1.314093,103.858203,1.314126,103.858303,,,0,0,3,0,D,0,0,0,1,0,"junc(deg=3,cross_end=0);short"
666794723,residential,Kallang Avenue,,2,11.6,0.0,0.0,0,1.0,1.312373,103.866416,1.312429,103.866327,,,0,0,2,0,A,0,0,0,0,0,short
666794724,residential,Kallang Avenue,,3,40.7,0.0,0.0,0.0,1.0,1.312493,103.866243,1.312724,103.865959,,,0,0,2,0,A,1,0,0,0,0,in_band
666794725,residential,Kallang Avenue,,2,11.7,0.0,0.0,0,1.0,1.312429,103.866327,1.312493,103.866243,,,0,0,2,0,A,0,0,0,0,0,short
666794726,residential,Kallang Avenue,,3,29.5,0.0,0.0,0.0,1.0,1.312943,103.865706,1.313116,103.865505,,,0,1,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
666794727,residential,Kallang Avenue,,2,37.2,0.0,0.0,0,1.0,1.312724,103.865959,1.312943,103.865706,,,0,0,2,0,A,1,0,0,0,0,in_band
666807162,primary,Jalan Besar,æ¹å°å¿å¹,2,9.5,0.0,0.0,0,1.0,1.311673,103.859415,1.311601,103.85937,,,0,0,2,0,A,0,0,0,0,0,short
666807164,primary_link,,,2,19.9,0.0,0.0,0,1.0,1.31353,103.859966,1.313355,103.859933,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
666807165,primary_link,,,2,26.0,0.0,0.0,0,1.0,1.313761,103.860006,1.31353,103.859966,,,0,0,2,0,A,1,0,0,0,0,in_band
666808900,primary,Jalan Besar,æ¹å°å¿å¹,3,21.4,1.6,1.3,1.6,1.0,1.31151,103.859308,1.311352,103.859199,,,0,2,2,1,D,1,0,0,1,0,"junc(deg=2,cross_end=1);in_band"
666808901,primary,Jalan Besar,æ¹å°å¿å¹,2,12.2,0.0,0.0,0,1.0,1.311601,103.85937,1.31151,103.859308,,,0,0,2,0,A,0,0,0,0,0,short
666823018,residential,Foch Road,,2,31.2,0.0,0.0,0,1.0,1.311938,103.859673,1.311755,103.85946,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
666823020,residential,Foch Road,,2,11.1,0.0,0.0,0,1.0,1.312234,103.85995,1.312158,103.859885,,,0,0,3,0,D,0,0,0,1,0,"junc(deg=3,cross_end=0);short"
666823021,residential,Foch Road,,2,5.3,0.0,0.0,0,1.0,1.312269,103.859981,1.312234,103.85995,,,0,0,2,0,A,0,0,0,0,0,short
666823022,residential,Foch Road,,2,12.5,0.0,0.0,0,1.0,1.312432,103.860122,1.312347,103.860049,,,0,0,3,0,D,0,0,0,1,0,"junc(deg=3,cross_end=0);short"
666823023,residential,Foch Road,,2,15.6,0.0,0.0,0,1.0,1.312538,103.860213,1.312432,103.860122,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
666823024,residential,Foch Road,,2,39.6,0.0,0.0,0,1.0,1.312805,103.860449,1.312538,103.860213,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
666825101,residential,Beatty Lane,,2,41.6,0.0,0.0,0,1.0,1.312129,103.860237,1.311825,103.860455,,,0,0,4,0,D,1,0,0,1,0,"junc(deg=4,cross_end=0);in_band"
666827313,residential,Tyrwhitt Road,,2,25.8,0.0,0.0,0,1.0,1.312476,103.861078,1.312648,103.861234,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
666827314,residential,Tyrwhitt Road,,2,2.3,0.0,0.0,0,1.0,1.3124,103.861009,1.312416,103.861023,,,0,0,3,0,D,0,0,0,1,0,"junc(deg=3,cross_end=0);short"
666827315,residential,Tyrwhitt Road,,2,12.0,0.0,0.0,0,1.0,1.312231,103.860855,1.31231,103.860928,,,0,0,2,0,A,0,0,0,0,0,short
666827316,residential,Tyrwhitt Road,,2,19.7,0.0,0.0,0,1.0,1.311944,103.86057,1.312071,103.860693,,,0,0,2,0,A,1,0,0,0,0,in_band
666827317,residential,Tyrwhitt Road,,2,25.4,0.0,0.0,0,1.0,1.312071,103.860693,1.312231,103.860855,,,0,0,2,0,A,1,0,0,0,0,in_band
666827318,residential,Tyrwhitt Road,,2,18.3,0.0,0.0,0,1.0,1.311825,103.860455,1.311944,103.86057,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
666827319,residential,Tyrwhitt Road,,2,11.9,0.0,0.0,0,1.0,1.311517,103.860157,1.311595,103.860229,,,0,0,3,0,D,0,0,0,1,0,"junc(deg=3,cross_end=0);short"
666827320,residential,Tyrwhitt Road,,2,19.0,0.0,0.0,0,1.0,1.31139,103.860041,1.311517,103.860157,,,0,0,2,0,A,1,0,0,0,0,in_band
666832198,residential,Hamilton Road,,3,112.9,0.0,0.0,0.0,1.0,1.311743,103.861527,1.311176,103.860684,,,0,0,3,0,A,0,0,0,0,1,splittable
666834167,service,,,2,30.8,0.0,0.0,0,1.0,1.311677,103.861574,1.311452,103.861735,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
670150835,service,,,2,9.9,0.0,0.0,0,1.0,1.320339,103.858012,1.320409,103.858067,,,0,0,3,0,D,0,0,0,1,0,"junc(deg=3,cross_end=0);short"
670345668,service,,,2,28.6,0.0,0.0,0,1.0,1.319227,103.860327,1.319026,103.860167,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
670717601,residential,Geylang Bahru Lane,,3,39.9,0.0,0.0,0.0,1.0,1.323637,103.869763,1.323826,103.870068,,,0,1,4,0,D,1,0,0,1,0,"junc(deg=4,cross_end=0);in_band"
673007421,service,,,4,17.0,5.9,3.0,9.5,1.001,1.324513,103.866668,1.324371,103.866612,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
675096945,residential,Saint George's Road,,3,21.5,0.0,0.0,0.0,1.0,1.323452,103.861983,1.323574,103.861833,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
675359805,footway,,,2,38.1,0.0,0.0,0,1.0,1.326781,103.858094,1.326583,103.858373,,,0,0,1,0,A,1,0,0,0,0,in_band
675359806,footway,,,8,38.6,58.7,59.1,100.2,1.318,1.326735,103.85806,1.326493,103.858163,,,0,0,3,0,B,0,1,0,1,0,"curve(cum=100.2,max=58.7,sin=1.318);junc(deg=3,cross_end=0)"
675359808,footway,,,2,27.4,0.0,0.0,0,1.0,1.326493,103.858163,1.326298,103.858012,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
675359809,footway,,,3,37.4,0.0,0.0,0.0,1.0,1.326419,103.857858,1.326211,103.858123,,,0,0,2,0,A,1,0,0,0,0,in_band
675359810,footway,,,6,72.3,0.1,0.1,0.1,1.0,1.32597,103.858419,1.326486,103.858815,,,0,1,3,0,A,0,0,0,0,1,splittable
675359811,footway,,,4,35.0,24.4,19.2,36.2,1.034,1.326295,103.8583,1.32605,103.85848,,,0,0,2,0,B,0,1,0,0,0,"curve(cum=36.2,max=24.4,sin=1.034)"
675359813,footway,,,4,34.6,93.0,72.7,184.3,1.292,1.326493,103.858163,1.326295,103.8583,,,0,0,3,0,B,0,1,0,1,0,"curve(cum=184.3,max=93,sin=1.292);junc(deg=3,cross_end=0)"
675359814,footway,,,2,39.2,0.0,0.0,0,1.0,1.326541,103.858414,1.326313,103.858682,,,0,0,1,0,A,1,0,0,0,0,in_band
675359817,footway,,,2,40.6,0.0,0.0,0,1.0,1.326486,103.858815,1.326707,103.858525,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
675359818,footway,,,9,110.6,90.0,95.1,540.1,1.189,1.32567,103.859237,1.3261,103.858519,,,0,1,1,0,B,0,1,0,0,0,"curve(cum=540.1,max=90,sin=1.189)"
675359819,footway,,,4,86.7,42.0,50.7,55.0,1.031,1.326417,103.857803,1.326926,103.857243,,,0,0,1,0,B,0,1,0,0,0,"curve(cum=55,max=42,sin=1.031)"
675359822,footway,,,2,28.1,0.0,0.0,0,1.0,1.327924,103.859646,1.327683,103.859721,,,0,0,2,0,A,1,0,0,0,0,in_band
675359824,footway,,,2,14.5,0.0,0.0,0,1.0,1.327683,103.859721,1.327639,103.859598,,,0,0,2,0,A,0,0,0,0,0,short
675359825,footway,,,2,2.7,0.0,0.0,0,1.0,1.327834,103.859379,1.327811,103.859385,,,0,0,1,0,A,0,0,0,0,0,short
675359829,service,,,2,14.3,0.0,0.0,0,1.0,1.32564,103.857404,1.32556,103.857505,,,0,0,1,0,A,0,0,0,0,0,short
676219471,primary,Lavender Street,å³æè¾¾è¡,2,31.9,0.0,0.0,0,1.0,1.314606,103.859959,1.314379,103.860135,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
676275312,footway,,,2,12.1,0.0,0.0,0,1.0,1.326836,103.857707,1.326749,103.857642,,,0,0,2,0,A,0,0,0,0,0,short
676275313,footway,,,2,11.8,0.0,0.0,0,1.0,1.326903,103.857616,1.326988,103.857678,,,0,0,2,0,A,0,0,0,0,0,short
676275316,footway,,,6,32.4,59.6,69.5,128.9,1.832,1.327594,103.857461,1.327558,103.857616,,,0,1,2,1,B,0,1,0,1,0,"curve(cum=128.9,max=59.6,sin=1.832);junc(deg=2,cross_end=1)"
676481881,service,,,3,46.6,0.0,0.0,0.0,1.0,1.326259,103.858683,1.32592,103.858437,,,0,1,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
676593573,residential,Towner Road,,2,32.0,0.0,0.0,0,1.0,1.319014,103.85977,1.318838,103.859998,,,0,0,4,0,D,1,0,0,1,0,"junc(deg=4,cross_end=0);in_band"
676940589,service,,,2,21.1,0.0,0.0,0,1.0,1.327491,103.860128,1.327395,103.859964,,,0,1,2,1,D,1,0,0,1,0,"junc(deg=2,cross_end=1);in_band"
676940590,service,,,3,24.5,8.8,4.4,8.8,1.003,1.327395,103.859964,1.327341,103.859751,,,0,1,3,1,D,1,0,0,1,0,"junc(deg=3,cross_end=1);in_band"
679384532,footway,,,5,97.6,17.5,24.0,31.6,1.021,1.326942,103.858216,1.327558,103.857616,,,0,2,3,1,B,0,1,0,0,0,"curve(cum=31.6,max=17.5,sin=1.021)"
680884719,residential,McNair Road,,2,29.5,0.0,0.0,0,1.0,1.320837,103.85918,1.321041,103.859349,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
681131538,service,,,2,19.9,0.0,0.0,0,1.0,1.328304,103.859449,1.328364,103.859617,,,0,0,2,0,A,1,0,0,0,0,in_band
681131539,service,,,7,125.2,36.6,60.6,89.6,1.314,1.32746,103.859303,1.328304,103.859449,,,0,0,2,0,B,0,1,0,0,0,"curve(cum=89.6,max=36.6,sin=1.314)"
681158957,residential,Geylang Bahru Lane,,2,65.7,0.0,0.0,0,1.0,1.323417,103.871331,1.323055,103.871798,,,0,0,2,0,A,0,0,0,0,1,splittable
686747036,footway,,,5,349.7,4.5,3.3,6.9,1.001,1.323417,103.873519,1.32586,103.871542,,,0,0,1,0,A,0,0,0,0,1,splittable
697180834,service,,,2,75.9,0.0,0.0,0,1.0,1.32592,103.858437,1.325497,103.858973,,,0,0,3,0,A,0,0,0,0,1,splittable
697783331,service,,,3,51.2,2.4,2.0,2.4,1.0,1.321794,103.866565,1.32219,103.866798,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
698837983,path,,,2,50.3,0.0,0.0,0,1.0,1.311723,103.861497,1.31209,103.861232,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
699202661,service,,,2,24.9,0.0,0.0,0,1.0,1.32004,103.869491,1.320231,103.869375,,,0,1,2,1,D,1,0,0,1,0,"junc(deg=2,cross_end=1);in_band"
699209340,cycleway,Kallang Park Connector,å å·å¬å­è¿é,2,8.6,0.0,0.0,0,1.0,1.320914,103.867606,1.32092,103.867683,,,1,0,2,0,C,0,0,1,0,0,barrier=cycle_barrier;short
699209341,cycleway,Kolam Ayer Bridge,å å·å¬å­è¿é,2,40.1,0.0,0.0,0,1.0,1.32091,103.867246,1.320914,103.867606,,,1,0,2,0,C,1,0,1,0,0,barrier=cycle_barrier;bridge=yes;in_band
700110809,residential,Petain Road,,2,32.6,0.0,0.0,0,1.0,1.312536,103.857727,1.312724,103.857501,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
700245292,path,,,2,179.4,0.0,0.0,0,1.0,1.318981,103.857276,1.32024,103.858285,,,0,0,3,0,A,0,0,0,0,1,splittable
700245956,path,,,4,78.3,0.0,0.0,0.0,1.0,1.320383,103.858103,1.320919,103.85856,,,0,0,1,0,A,0,0,0,0,1,splittable
700265598,footway,,,8,82.2,90.0,55.4,270.1,1.391,1.320003,103.862093,1.319475,103.862032,,,0,0,1,0,B,0,1,0,0,0,"curve(cum=270.1,max=90,sin=1.391)"
709188432,footway,,,2,97.9,0.0,0.0,0,1.0,1.319021,103.867849,1.318555,103.867102,,,0,0,2,0,C,0,0,1,0,1,bridge=yes;splittable
709188433,footway,,,14,454.2,22.4,38.2,72.3,1.007,1.318555,103.867102,1.315541,103.864386,,,0,4,2,0,B,0,1,0,0,0,"curve(cum=72.3,max=22.4,sin=1.007)"
709287494,primary,Whampoa East,é»åä¸è·¯,2,15.0,0.0,0.0,0,1.0,1.321175,103.864466,1.321247,103.864353,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
714664244,footway,,,5,111.6,55.5,34.8,108.7,1.153,1.32934,103.870273,1.329549,103.869428,,,0,1,3,1,B,0,1,0,0,0,"curve(cum=108.7,max=55.5,sin=1.153)"
714664246,footway,,,3,31.1,19.7,10.9,19.7,1.015,1.329216,103.86985,1.328979,103.869992,,,0,0,4,0,D,0,0,0,1,0,"junc(deg=4,cross_end=0)"
714664869,footway,,,2,27.9,0.0,0.0,0,1.0,1.329046,103.871928,1.329282,103.871842,,,0,0,1,0,A,1,0,0,0,0,in_band
714664870,footway,,,3,30.3,0.9,0.7,0.9,1.0,1.329469,103.87154,1.32921,103.871627,,,0,0,1,0,A,1,0,0,0,0,in_band
714664871,footway,,,3,31.2,2.4,1.6,2.4,1.0,1.329711,103.872237,1.329449,103.872335,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
714664872,footway,,,5,149.1,89.3,46.0,179.1,1.403,1.330328,103.872044,1.329486,103.871591,,,0,0,1,0,B,0,1,0,0,0,"curve(cum=179.1,max=89.3,sin=1.403)"
714702254,footway,,,3,32.1,0.1,0.1,0.1,1.0,1.329215,103.870756,1.328941,103.87085,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
715627391,living_street,,,5,59.6,90.6,74.4,151.0,1.488,1.328106,103.866197,1.327964,103.866529,,,1,0,2,0,C,0,1,1,0,0,"barrier=gate;curve(cum=151,max=90.6,sin=1.488)"
721845388,cycleway,,,11,176.6,7.9,5.3,17.4,1.002,1.313558,103.869533,1.314007,103.871054,,,0,1,3,0,A,0,0,0,0,1,splittable
729792838,service,,,3,46.5,0.5,0.4,0.5,1.0,1.321179,103.866176,1.321533,103.8664,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
736678744,footway,,,2,5.1,0.0,0.0,0,1.0,1.323675,103.859927,1.323705,103.859892,,,0,0,2,0,A,0,0,0,0,0,short
736678745,footway,,,10,297.9,19.0,66.3,87.6,1.195,1.324873,103.861823,1.323675,103.859927,,,0,1,2,0,B,0,1,0,0,0,"curve(cum=87.6,max=19,sin=1.195)"
739513975,cycleway,Whampoa Park Connector,é»åå¬å­è¿é,6,147.3,84.5,55.5,89.1,1.293,1.324322,103.857211,1.324143,103.85822,,,0,0,4,0,B,0,1,0,0,0,"curve(cum=89.1,max=84.5,sin=1.293)"
742795340,secondary,Boon Keng Road,,2,1.8,0.0,0.0,0,1.0,1.316176,103.863496,1.316167,103.863508,,,0,0,3,0,D,0,0,0,1,0,"junc(deg=3,cross_end=0);short"
744676035,residential,Kallang Junction,,2,28.5,0.0,0.0,0,1.0,1.312823,103.865241,1.312627,103.865075,,,0,0,2,0,A,1,0,0,0,0,in_band
744676037,residential,Kallang Junction,,2,24.8,0.0,0.0,0,1.0,1.312627,103.865075,1.312459,103.864929,,,0,0,2,0,A,1,0,0,0,0,in_band
744817063,footway,,,3,232.2,2.8,1.4,2.8,1.0,1.325096,103.871264,1.323437,103.872532,,,0,0,2,0,A,0,0,0,0,1,splittable
746578018,secondary,Geylang Bahru,,5,164.0,5.9,4.2,7.1,1.001,1.324796,103.868273,1.323975,103.869497,,,0,0,3,0,A,0,0,0,0,1,splittable
749696698,residential,Saint George's Road,,2,11.7,0.0,0.0,0,1.0,1.323091,103.86231,1.323189,103.862273,,,0,0,4,0,D,0,0,0,1,0,"junc(deg=4,cross_end=0);short"
750416452,residential,Beatty Road,,2,32.0,0.0,0.0,0,1.0,1.313563,103.858961,1.31337,103.859174,,,0,0,4,0,D,1,0,0,1,0,"junc(deg=4,cross_end=0);in_band"
750543091,service,,,3,9.6,0.2,0.1,0.2,1.0,1.328435,103.857598,1.328408,103.857516,,,0,0,2,0,A,0,0,0,0,0,short
750543092,service,,,2,11.8,0.0,0.0,0,1.0,1.328332,103.857471,1.328233,103.857509,,,0,0,3,0,D,0,0,0,1,0,"junc(deg=3,cross_end=0);short"
750546813,service,,,4,12.9,11.7,6.4,11.7,1.005,1.325006,103.85823,1.325044,103.858339,,,1,0,3,0,C,0,0,1,1,0,"barrier=lift_gate;junc(deg=3,cross_end=0);short"
750709569,service,,,2,46.7,0.0,0.0,0,1.0,1.325789,103.858309,1.326043,103.857974,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
750733043,service,,,2,32.0,0.0,0.0,0,1.0,1.326726,103.859559,1.326455,103.859654,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
750733101,service,,,2,16.3,0.0,0.0,0,1.0,1.326156,103.859757,1.326018,103.859807,,,0,1,2,1,D,1,0,0,1,0,"junc(deg=2,cross_end=1);in_band"
750733102,service,,,2,35.1,0.0,0.0,0,1.0,1.326455,103.859654,1.326156,103.859757,,,0,1,3,1,D,1,0,0,1,0,"junc(deg=3,cross_end=1);in_band"
751766114,residential,McNair Road,,2,13.7,0.0,0.0,0,1.0,1.320231,103.858692,1.320327,103.858769,,,0,0,3,0,D,0,0,0,1,0,"junc(deg=3,cross_end=0);short"
751768420,service,,,2,27.9,0.0,0.0,0,1.0,1.32068,103.858848,1.320839,103.858655,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
751777654,service,,,3,67.6,0.8,0.7,0.8,1.0,1.317841,103.861099,1.317362,103.860724,,,0,2,3,1,A,0,0,0,0,1,splittable
751797829,service,,,2,29.3,0.0,0.0,0,1.0,1.32397,103.861654,1.324168,103.861828,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
751802989,residential,Saint George's Road,,2,13.6,0.0,0.0,0,1.0,1.323758,103.861627,1.323836,103.861533,,,0,0,3,0,D,0,0,0,1,0,"junc(deg=3,cross_end=0);short"
751802990,residential,Saint George's Road,,3,11.0,0.1,0.1,0.1,1.0,1.324012,103.861342,1.324076,103.861267,,,0,0,3,0,D,0,0,0,1,0,"junc(deg=3,cross_end=0);short"
752083559,residential,Saint Michael's Road,,3,37.5,6.8,5.9,6.8,1.001,1.326696,103.862825,1.326524,103.863114,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
752863188,service,Towner Road,,3,37.4,0.1,0.1,0.1,1.0,1.321034,103.857298,1.320827,103.857563,,,0,0,4,0,D,1,0,0,1,0,"junc(deg=4,cross_end=0);in_band"
752865253,residential,Towner Road,,2,21.1,0.0,0.0,0,1.0,1.318704,103.860177,1.31859,103.860329,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
752866136,residential,May Road,,2,45.7,0.0,0.0,0,1.0,1.321003,103.857703,1.321325,103.857959,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
752894389,residential,Beatty Road,,2,22.5,0.0,0.0,0,1.0,1.314718,103.857463,1.314592,103.857621,,,0,1,4,1,D,1,0,0,1,0,"junc(deg=4,cross_end=1);in_band"
752894390,residential,Sturdee Road,,3,37.6,3.3,2.7,3.3,1.0,1.312937,103.858432,1.312726,103.858696,,,0,1,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
752894391,residential,Petain Road,,2,19.9,0.0,0.0,0,1.0,1.31183,103.858835,1.311718,103.858974,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
753168379,residential,Lorong Bakar Batu,,2,21.7,0.0,0.0,0,1.0,1.328341,103.871863,1.32846,103.871708,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
753169954,service,,,2,15.5,0.0,0.0,0,1.0,1.316342,103.860088,1.31643,103.85998,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
753169955,service,,,2,27.7,0.0,0.0,0,1.0,1.316186,103.860283,1.316342,103.860088,,,0,0,2,0,A,1,0,0,0,0,in_band
753169956,service,,,2,19.2,0.0,0.0,0,1.0,1.31597,103.860264,1.316107,103.860369,,,0,0,3,0,D,1,0,0,1,0,"junc(deg=3,cross_end=0);in_band"
