W,qp,qr,pass_frac,mean_Rv,mean_speed,mean_density,mean_flow_ratio
3.0,20,8,0.43333333333333335,0.9051516786543902,1.0670924243909423,0.10842106481481517,0.9193827047582577
3.0,20,10,0.2,0.8964366212934166,1.0568181555503293,0.10668101851851904,0.8471289507696633
3.0,30,1,0.8,0.9476188528640748,1.106370111676539,0.1596122685185182,0.981006492064325
3.0,30,2,0.7333333333333333,0.9291770629763947,1.0848388334881822,0.16280671296296234,0.9766562174371741
3.0,30,3,0.4666666666666667,0.8979666422019523,1.0483998405182475,0.16963935185185106,0.9810863899697027
3.0,30,4,0.4,0.8801059177651184,1.0275469716352787,0.17238263888888802,0.9348901203252972
3.0,30,5,0.23333333333333334,0.8463796132681365,0.9881706177774107,0.18221574074074054,0.8925013638571834
3.0,30,6,0.0,0.811693240971693,0.9476733593329602,0.19122847222222136,0.8686805842797684
3.0,30,8,0.06666666666666667,0.8647000443535701,1.0095602063495377,0.1680712962962962,0.7367511274811183
3.0,30,10,0.03333333333333333,0.7947138586866954,0.9278494807576507,0.2074055555555556,0.6086769477128083
3.0,40,1,0.6333333333333333,0.9238774739440659,1.055637893028057,0.22415300925925846,0.966950395782753
3.0,40,2,0.23333333333333334,0.8467833086400149,0.9675488070598756,0.2474643518518513,0.9192816876601791
3.0,40,3,0.13333333333333333,0.8359632415976032,0.9551856170295866,0.24737129629629573,0.8657211948613824
3.0,40,4,0.03333333333333333,0.8032183923258203,0.9177708031958649,0.2580481481481482,0.812239983731421
3.0,40,5,0.06666666666666667,0.8279155913494712,0.9459902369154924,0.25410324074074064,0.71052694025618
3.0,40,6,0.0,0.7702742942074151,0.8801283242890481,0.28258287037037,0.6789716545089829
3.0,40,8,0.0,0.7758761537275071,0.8865291029070004,0.24883587962962903,0.5369576614937253
3.0,40,10,0.0,0.7186237477831527,0.8211115438838607,0.3048682870370386,0.4300745318622626
3.0,50,1,0.4666666666666667,0.8934612011419412,1.0112229523300578,0.29628287037037077,0.9139128083298215
3.0,50,2,0.06666666666666667,0.8189651706071966,0.9269080477343888,0.3070307870370362,0.7604091560854614
3.0,50,3,0.0,0.7584595392253484,0.8584275327211504,0.3358057870370358,0.7079843630568224
3.0,50,4,0.0,0.8044234753324543,0.9104496990016017,0.3010604166666663,0.6135117566321585
3.0,50,5,0.0,0.7365330722323209,0.8336110698926382,0.37490578703703736,0.5362149479310191
3.0,50,6,0.0,0.74056366417755,0.8381729099381634,0.34621620370370326,0.5065259562985317
3.0,50,8,0.0,0.6978447727895383,0.789823498218393,0.33452037037037025,0.41292546194674823
3.0,50,10,0.0,0.6787596527388257,0.7682228831960635,0.34461782407407354,0.37187190074794285
3.0,60,1,0.06666666666666667,0.8313124058670908,0.9286134650667851,0.3777761574074086,0.7688805002945279
3.0,60,2,0.0,0.6851427137261088,0.7653353239626529,0.4743467592592586,0.5698860849993345
3.0,60,3,0.0,0.641302909781064,0.7163642849622253,0.4513266203703711,0.49566990225394797
