scope,variant,n,n_positive,n_over,over_pct,max_over,mae,zero_pct,mean_loss_all,mean_loss_positive,median_util_positive,positive_reference_zero_pct
all,G0,400,206,105,26.25,19.0,2.1925,35.5,1.4425,2.8009708737864076,0.8,5.825242718446602
all,G1,400,206,30,7.5,16.0,2.84,57.25,2.5925,5.033980582524272,0.25,26.699029126213592
all,G1b,400,206,14,3.5000000000000004,7.0,2.6775,61.25000000000001,2.5925,5.033980582524272,0.25,26.699029126213592
in_domain,G0,164,141,39,23.78048780487805,3.0,2.6402439024390243,0.0,2.3048780487804876,2.6808510638297873,0.7857142857142857,0.0
in_domain,G1,164,141,2,1.2195121951219512,1.0,4.469512195121951,36.58536585365854,4.4573170731707314,5.184397163120567,0.2,26.24113475177305
in_domain,G1b,164,141,2,1.2195121951219512,1.0,4.469512195121951,36.58536585365854,4.4573170731707314,5.184397163120567,0.2,26.24113475177305
OOD,G0,236,65,66,27.966101694915253,19.0,1.88135593220339,60.16949152542372,0.8432203389830508,3.0615384615384613,0.8333333333333334,18.461538461538463
OOD,G1,236,65,28,11.864406779661017,16.0,1.7076271186440677,71.61016949152543,1.2966101694915255,4.707692307692308,0.36363636363636365,27.692307692307693
OOD,G1b,236,65,12,5.084745762711865,7.0,1.4322033898305084,78.38983050847457,1.2966101694915255,4.707692307692308,0.36363636363636365,27.692307692307693
