W,L,qp,qr,seed,v_ref,r_robot,mean_speed,speed_count,mean_density,inflow_ped,outflow_ped,flow_ratio,tag
2.5,50.0,50.0,10.0,0,1.39,0.48,1.0622463844058545,38168,0.3180666666666655,200,201,1.005,bend0W2.5|qp50
2.5,50.0,50.0,10.0,12,1.39,0.48,1.0330545605564387,38526,0.3210499999999993,200,197,0.985,bend0W2.5|qp50
2.5,50.0,50.0,10.0,24,1.39,0.48,1.0949145146683072,36439,0.303658333333332,200,199,0.995,bend0W2.5|qp50
3.0,50.0,50.0,10.0,6,1.39,0.48,1.107141324678033,36356,0.2524722222222232,200,202,1.01,bend0W3.0|qp50
3.0,50.0,50.0,10.0,18,1.39,0.48,1.129737843551795,35475,0.2463541666666662,200,205,1.025,bend0W3.0|qp50
2.5,50.0,50.0,10.0,1,1.39,0.48,1.1150278011793822,35610,0.2967499999999961,200,202,1.01,bend0W2.5|qp50
2.5,50.0,50.0,10.0,13,1.39,0.48,1.0943179767601932,36575,0.3047916666666632,200,203,1.015,bend0W2.5|qp50
2.5,50.0,50.0,10.0,25,1.39,0.48,0.1257311416553655,152638,1.2719833333333337,20,60,3.0,bend0W2.5|qp50
3.0,50.0,50.0,10.0,7,1.39,0.48,1.0808945908459588,37492,0.2603611111111121,200,201,1.005,bend0W3.0|qp50
3.0,50.0,50.0,10.0,19,1.39,0.48,1.147587978867793,34639,0.2405486111111119,200,200,1.0,bend0W3.0|qp50
2.5,50.0,50.0,10.0,2,1.39,0.48,1.0659752657844188,36872,0.3072666666666645,200,195,0.975,bend0W2.5|qp50
2.5,50.0,50.0,10.0,14,1.39,0.48,1.0510731298749043,38206,0.3183833333333328,200,198,0.99,bend0W2.5|qp50
2.5,50.0,50.0,10.0,26,1.39,0.48,1.0677215291751794,37275,0.3106249999999993,200,190,0.95,bend0W2.5|qp50
3.0,50.0,50.0,10.0,8,1.39,0.48,1.1395161012076531,34780,0.2415277777777779,200,201,1.005,bend0W3.0|qp50
3.0,50.0,50.0,10.0,20,1.39,0.48,1.1355613833338496,35653,0.2475902777777759,200,201,1.005,bend0W3.0|qp50
2.5,50.0,50.0,10.0,3,1.39,0.48,1.1186506949625474,36189,0.301574999999995,200,203,1.015,bend0W2.5|qp50
2.5,50.0,50.0,10.0,15,1.39,0.48,1.0551643857165425,38142,0.3178499999999973,200,195,0.975,bend0W2.5|qp50
2.5,50.0,50.0,10.0,27,1.39,0.48,1.111149504978004,36059,0.3004916666666584,200,203,1.015,bend0W2.5|qp50
3.0,50.0,50.0,10.0,9,1.39,0.48,1.1102195502987324,35846,0.2489305555555565,200,198,0.99,bend0W3.0|qp50
3.0,50.0,50.0,10.0,21,1.39,0.48,1.1096712358992162,36257,0.2517847222222207,200,197,0.985,bend0W3.0|qp50
2.5,50.0,50.0,10.0,4,1.39,0.48,1.0844323222304977,36297,0.302475,200,186,0.93,bend0W2.5|qp50
2.5,50.0,50.0,10.0,16,1.39,0.48,1.0841482620068477,37083,0.3090249999999955,200,194,0.97,bend0W2.5|qp50
2.5,50.0,50.0,10.0,28,1.39,0.48,1.0637113928130886,37234,0.3102833333333319,200,195,0.975,bend0W2.5|qp50
3.0,50.0,50.0,10.0,10,1.39,0.48,1.144231127942687,35383,0.2457152777777785,200,205,1.025,bend0W3.0|qp50
3.0,50.0,50.0,10.0,22,1.39,0.48,1.1154467060504565,35717,0.2480347222222222,200,199,0.995,bend0W3.0|qp50
2.5,50.0,50.0,10.0,5,1.39,0.48,1.0980311988230544,36027,0.300224999999998,200,193,0.965,bend0W2.5|qp50
