W,qp,qr,pass_frac,mean_Rv,mean_speed,mean_density,mean_flow_ratio
2.4,50,2,1.0,0.9827266911241159,1.1688654964446497,0.29892042824074067,1.0005
2.4,50,3,1.0,0.9758191473833813,1.160649591028983,0.3005584490740739,1.0003333333333333
2.4,50,4,0.9666666666666667,0.9592504675154292,1.1409426283564483,0.30682407407407414,1.0013333333333332
2.4,50,5,0.8666666666666667,0.9349707909967339,1.112064124898811,0.31155353009259257,1.0387254901960785
2.4,50,6,0.8333333333333334,0.9168832677697522,1.090550633907764,0.31957609953703725,1.0147948717948718
2.4,50,8,0.7666666666666667,0.8925478245732483,1.0616058009750748,0.3324111689814813,1.0092446808510638
2.4,50,10,0.1,0.8135312701602472,0.9676226773502851,0.3481067708333336,1.1460933075581567
2.4,60,1,0.9333333333333333,0.9720625109559105,1.1212105000974708,0.37419328703703764,1.0047222222222223
2.4,60,2,0.9,0.9554946116981423,1.102100512413552,0.3753923611111113,1.0418342911877394
2.4,60,3,0.6333333333333333,0.8772242505516243,1.011820772402184,0.42074160879629596,1.1347131664631662
2.4,60,4,0.7,0.9063135806198676,1.0453734111941502,0.38514178240740754,1.0992481773540896
2.4,60,5,0.06666666666666667,0.6975083943830315,0.8045302919040913,0.5174898726851846,1.3214118638106553
2.4,60,6,0.06666666666666667,0.5633243669456028,0.6497577965012356,0.643364293981482,2.3728115576553983
2.4,60,8,0.0,0.5526185923412316,0.6374093860206236,0.6111203703703705,2.3276366274743596
2.4,60,10,0.0,0.37651371259303257,0.4342839305415172,0.8035679976851872,3.9582480295058917
2.7,10,1,1.0,0.9984811350674322,1.3233766484714917,0.04703677983539196,1.0075
2.7,10,2,1.0,1.0000518499086266,1.3254584578009228,0.046942129629630645,1.0083333333333333
2.7,10,3,1.0,1.0001783170195477,1.3256260760117378,0.04693029835391047,1.0058333333333336
2.7,10,4,1.0,1.0012995017682491,1.3271120827703469,0.04683333333333433,1.005
2.7,10,5,1.0,0.9936276251335009,1.3169438562192322,0.04730324074074176,1.0041666666666664
2.7,10,6,1.0,1.0001684199695537,1.3256129585632546,0.0468479938271615,1.005
2.7,10,8,1.0,0.9972623236668363,1.3217612483504564,0.0469652777777788,1.0058333333333336
2.7,10,10,1.0,0.9912726852493549,1.3138226430667947,0.047367541152264395,1.0025
2.7,10,12,1.0,0.9901973639162053,1.3123974232084374,0.04730761316872531,1.0066666666666666
2.7,10,15,1.0,0.9854530801818029,1.3061093982399865,0.04755632716049485,1.0041666666666667
2.7,10,18,1.0,0.9760014928887947,1.293582361448538,0.047939557613169745,1.005
2.7,10,20,0.9666666666666667,0.9666694142537575,1.281213720205783,0.04845884773662655,1.0058333333333331
2.7,20,1,1.0,0.9965488246240767,1.304735869943175,0.09511188271604844,1.0041666666666667
2.7,20,2,1.0,0.9932136455774389,1.3003692723141298,0.09549742798353818,1.0054166666666666
2.7,20,3,1.0,0.9910695427508882,1.297562096391061,0.09560468106995793,1.0062499999999999
2.7,20,4,1.0,0.9899354637608944,1.2960772985557396,0.09573122427983442,1.0058333333333331
2.7,20,5,1.0,0.9840709874618212,1.2883992075312294,0.09644573045267392,1.0050000000000001
2.7,20,6,1.0,0.9835714507450158,1.2877451869186263,0.09628472222222134,1.0029166666666667
2.7,20,8,1.0,0.981275564810842,1.2847392883037294,0.09646502057613081,1.0016666666666665
2.7,20,10,1.0,0.9752307801995167,1.2768251278395377,0.0972055041152254,1.0029166666666667
2.7,20,12,1.0,0.9717759214375924,1.2723018390242902,0.09736445473250936,1.0041666666666667
2.7,20,15,1.0,0.9571240547332174,1.253118819007147,0.09889789094650109,0.9975
2.7,20,18,0.9333333333333333,0.9446114649352737,1.2367366565562299,0.1002319958847726,1.0008333333333332
2.7,20,20,0.8,0.9299615452769805,1.2175561857176123,0.10180812757201535,1.0016666666666667
2.7,30,1,1.0,0.9917890510345982,1.2611589420247151,0.1475316358024684,1.0016666666666667
2.7,30,2,1.0,0.9897207824962813,1.258528931783237,0.14785185185185104,1.0013888888888889
2.7,30,3,1.0,0.9866615203303645,1.2546387740601617,0.1483587962962955,0.9980555555555556
2.7,30,4,1.0,0.9854366057333446,1.2530811726774516,0.1485895061728387,1.0013888888888889
2.7,30,5,1.0,0.9787754892448294,1.2446108970532188,0.1496651234567892,0.9997222222222224
2.7,30,6,1.0,0.9791482223058514,1.2450848644078754,0.14948868312757133,0.9988888888888889
2.7,30,8,1.0,0.9740508505463386,1.2386030465569646,0.1501095679012338,0.9988888888888889
2.7,30,10,1.0,0.9673495155075391,1.2300816290248098,0.15140020576131621,0.9944444444444442
2.7,30,12,1.0,0.959697821463729,1.2203517349965163,0.15246836419753054,0.9972222222222222
2.7,30,15,0.9,0.9416250321224972,1.1973703763484782,0.15551157407407376,0.9977777777777777
2.7,30,18,0.7333333333333333,0.9215361850407836,1.1718253987086853,0.1588765432098765,1.0002777777777778
2.7,30,20,0.4666666666666667,0.8920531377237109,1.1343347561942552,0.16386033950617296,0.9900000000000001
2.7,40,1,1.0,0.9965223103723921,1.2292487522886117,0.20135185185185078,0.9989583333333332
2.7,40,2,1.0,0.9889864246863853,1.2199529462835743,0.203102109053497,0.9997916666666664
2.7,40,3,1.0,0.9885629142074809,1.219430529753251,0.20307098765431986,0.9997916666666667
2.7,40,4,1.0,0.9811962631751885,1.2103434812288612,0.20474922839506088,1.0047916666666667
2.7,40,5,1.0,0.9758171931242665,1.2037081905988922,0.20589274691357914,1.0054166666666666
2.7,40,6,1.0,0.9777479116474835,1.2060898064553383,0.20545807613168618,1.00375
2.7,40,8,1.0,0.9691886469219388,1.195531622885467,0.20715534979423764,1.0054166666666666
2.7,40,10,1.0,0.9532806874276496,1.1759085405357048,0.21100977366255097,1.0064583333333335
2.7,40,12,0.9333333333333333,0.9451021392450342,1.1658199855235694,0.21272736625514355,1.0035416666666666
2.7,40,15,0.5666666666666667,0.908201757771783,1.1203019400038285,0.22107741769547354,0.9991666666666668
2.7,40,18,0.0,0.705856494452348,0.8707012437846172,0.2829997427983539,1.3690327575499441
2.7,40,20,0.0,0.4307623319620188,0.5313619711126882,0.4580203189300405,1.9606043049123951
2.7,50,1,1.0,0.9903094028881906,1.1927789956762755,0.2596378600823051,0.9991666666666664
2.7,50,2,1.0,0.9834777927764944,1.1845506571144928,0.2616944444444448,0.9998333333333331
2.7,50,3,1.0,0.9804749851494784,1.180933922935139,0.2622327674897124,0.9993333333333332
2.7,50,4,1.0,0.9784345723321899,1.178476345996182,0.2632996399176957,0.9996666666666666
2.7,50,5,1.0,0.9651318762927799,1.1624539025301315,0.26696630658436243,1.0
2.7,50,6,1.0,0.9629515928646548,1.1598278583159656,0.2676273148148152,0.9983333333333333
2.7,50,8,0.9666666666666667,0.9456399154330014,1.1389767938302833,0.2726100823045276,0.9985000000000002
2.7,50,10,0.7,0.9148002929461825,1.1018319845115168,0.28224228395061873,0.9984999999999999
2.7,50,12,0.1,0.8449799532229462,1.0177368174354744,0.2991535493827177,0.999318151541045
2.7,50,15,0.0,0.5430387756326047,0.6540635113867166,0.4492438271604952,1.7684197321062665
2.7,50,18,0.0,0.2716423549785308,0.32717986359563234,0.8018953189300425,3.546988721075309
2.7,50,20,0.0,0.20254176353607622,0.24395159794351542,0.9235709876543191,5.160832465996022
2.7,60,1,1.0,0.9826663263873947,1.1490519287854117,0.3227615740740761,0.9998611111111112
2.7,60,2,1.0,0.9734934490015904,1.1383258947597832,0.3274097222222238,1.0036111111111112
2.7,60,3,0.9333333333333333,0.9597245345892483,1.122225620192579,0.33331352880658555,1.005277777777778
2.7,60,4,0.9666666666666667,0.9438637144698426,1.1036792372944062,0.3384390432098783,1.0020833333333334
2.7,60,5,0.7666666666666667,0.924481618407136,1.081015354075132,0.3461520061728415,1.0032638888888892
2.7,60,6,0.5666666666666667,0.9017414995787012,1.0544248658300697,0.3483613683127587,1.0079959430840146
2.7,60,8,0.06666666666666667,0.7893770199580498,0.9230347707713135,0.3968461934156392,1.1954353125896438
2.7,60,10,0.0,0.4832542595826874,0.5650791363826019,0.5913166152263377,2.168219616185888
3.0,10,1,1.0,0.9995015121704338,1.3249237573878316,0.042279861111109915,1.0058333333333334
3.0,10,2,1.0,1.002070918405768,1.3283297225836042,0.042138194444443215,1.0091666666666665
3.0,10,3,1.0,1.0028300837449275,1.3293360604244084,0.04210393518518396,1.0041666666666667
3.0,10,4,1.0,1.002951188369391,1.3294965948429431,0.042054629629628394,1.0025
3.0,10,5,1.0,0.9965861659857567,1.3210592195416597,0.042428009259258014,1.0041666666666667
3.0,10,6,1.0,1.002859063830364,1.3293744759777801,0.042059722222221,1.0025000000000002
3.0,10,8,1.0,1.0025979371027514,1.329028330423331,0.042014814814813575,1.0041666666666667
3.0,10,10,1.0,0.9983176892477788,1.323354500017365,0.0423094907407395,1.0025
3.0,10,12,1.0,0.9978015400381345,1.3226703006020688,0.0422270833333321,1.0033333333333332
3.0,10,15,1.0,0.9936551983325167,1.3171739741181883,0.04242523148148024,1.0016666666666667
3.0,10,18,1.0,0.9853282590118059,1.3061359120462468,0.04271666666666543,1.0016666666666667
3.0,10,20,0.9666666666666667,0.9750990506976319,1.2925762315958513,0.04322013888888762,1.0066666666666666
3.0,20,1,1.0,0.9963282085670735,1.3083600548742311,0.08536226851851818,1.0033333333333332
3.0,20,2,1.0,0.9922633163177866,1.3030221124165107,0.08575300925925887,1.0008333333333335
3.0,20,3,1.0,0.9918646854302534,1.3024986375962628,0.08569074074074035,1.0029166666666667
3.0,20,4,1.0,0.9896376742218281,1.2995741670434804,0.08590879629629589,1.0016666666666667
3.0,20,5,1.0,0.9865878334447312,1.29556917168937,0.08625648148148106,1.0050000000000001
3.0,20,6,1.0,0.9856483483298155,1.2943354569496535,0.08620601851851808,1.0008333333333332
3.0,20,8,1.0,0.9833369867681551,1.2913002190494864,0.08639236111111076,1.0004166666666665
3.0,20,10,1.0,0.9771454630051795,1.2831696228256453,0.08704768518518483,1.005
3.0,20,12,1.0,0.9748884211075842,1.280205716518869,0.08703449074074034,1.0016666666666667
3.0,20,15,1.0,0.9623970202791355,1.2638022364880566,0.08821689814814777,0.9999999999999999
3.0,20,18,0.9666666666666667,0.9500686525467719,1.2476128485492937,0.08933009259259221,0.9995833333333332
3.0,20,20,0.8333333333333334,0.9338597060640598,1.2263275552822537,0.09091435185185155,1.00125
3.0,30,1,1.0,0.9936557999484418,1.2681659299526062,0.13196319444444402,1.0008333333333335
3.0,30,2,1.0,0.9909624975000786,1.2647285682381681,0.1323115740740736,1.0019444444444445
3.0,30,3,1.0,0.9851237701552167,1.257276817749296,0.1332946759259254,0.9977777777777778
3.0,30,4,1.0,0.9873278058807137,1.260089746547798,0.13283958333333287,0.9994444444444445
3.0,30,5,1.0,0.9795916008577417,1.2502163158912565,0.13412777777777724,0.9986111111111112
3.0,30,6,1.0,0.9797800972545256,1.250456886829737,0.13392916666666616,0.9991666666666668
3.0,30,8,1.0,0.975434559116015,1.244910838172994,0.134518981481481,0.9975000000000002
3.0,30,10,1.0,0.9692937999990409,1.2370736157700286,0.13550555555555502,0.9974999999999999
3.0,30,12,1.0,0.9614548379397984,1.2270690401310214,0.13651527777777722,0.9963888888888889
3.0,30,15,0.9333333333333333,0.9458945449848511,1.2072100171307334,0.13886134259259195,0.9994444444444446
3.0,30,18,0.7,0.9235246298329224,1.1786601266625465,0.14213472222222132,0.9966666666666666
3.0,30,20,0.5,0.8983402661747959,1.1465182602733706,0.14572361111110996,0.9913888888888889
3.0,40,1,1.0,0.9960387475438709,1.2331677577354372,0.18060787037036902,0.9997916666666665
3.0,40,2,1.0,0.9880155405010991,1.223234449153638,0.18221990740740607,1.0016666666666665
3.0,40,3,1.0,0.9888247880447709,1.2242363559382319,0.181940972222221,0.999375
3.0,40,4,1.0,0.981990629509663,1.2157751751081394,0.18342129629629486,1.003125
3.0,40,5,1.0,0.9741778999287375,1.2061024527940118,0.18511226851851695,1.0022916666666668
3.0,40,6,1.0,0.9748179512886261,1.206894882508474,0.18498402777777626,1.0016666666666667
3.0,40,8,1.0,0.9679287884870917,1.1983656024321803,0.18604884259259116,1.005
3.0,40,10,1.0,0.9560073781951469,1.183606037269667,0.18869976851851675,1.0039583333333335
3.0,40,12,0.9333333333333333,0.9456051077573476,1.1707272767367356,0.19068726851851645,1.0035416666666666
3.0,40,15,0.6333333333333333,0.9137933986966077,1.1313420881294651,0.19689074074073754,0.9985416666666664
3.0,40,18,0.0,0.8422717884091221,1.042793179760856,0.2133194444444416,0.9836356209150326
3.0,40,20,0.0,0.7155780117268261,0.8859371529289685,0.2665187499999999,1.0037599469496021
3.0,50,1,1.0,0.9890056907878101,1.1940161726551615,0.2336761574074058,0.9983333333333333
3.0,50,2,1.0,0.9849126473558794,1.1890746843516793,0.23479976851851728,0.9978333333333331
3.0,50,3,1.0,0.9785161562718666,1.1813522679149528,0.23621249999999896,0.9979999999999999
3.0,50,4,1.0,0.9749968074639617,1.177103395099564,0.23737824074073977,1.0005
3.0,50,5,1.0,0.9632220196795477,1.1628878176007393,0.24033379629629562,1.0010000000000001
3.0,50,6,1.0,0.9591645078149929,1.1579892261849918,0.24137037037036987,0.996
3.0,50,8,0.9333333333333333,0.9487516602407894,1.1454179047833037,0.24394282407407367,0.9986666666666667
3.0,50,10,0.8333333333333334,0.930874948301349,1.1238355384042118,0.24897870370370362,1.0019999999999998
3.0,50,12,0.5,0.8982382302020508,1.0844335717664788,0.2557835648148145,0.9913864306784662
3.0,50,15,0.0,0.7626280244779388,0.9207127961229105,0.3071087962962978,1.0477628726287262
3.0,50,18,0.0,0.5350221317778049,0.6459265947825563,0.47041759259259297,1.2430540621651984
3.0,50,20,0.0,0.3306178353842667,0.3991514367350109,0.6153719907407402,2.092530106215249
3.0,60,1,1.0,0.9853866709321775,1.1541132674775338,0.2897180555555569,1.0008333333333335
3.0,60,2,0.9666666666666667,0.9641624735464457,1.1292548758257952,0.2964967592592602,0.9995833333333335
3.0,60,3,0.9333333333333333,0.9473799227002694,1.109598668607805,0.3029793981481493,1.0030555555555558
3.0,60,4,0.9333333333333333,0.9507411764576583,1.113535465878557,0.30152847222222445,0.9988888888888889
3.0,60,5,0.8,0.9259048934744174,1.084446495476036,0.3109293981481496,1.0038888888888888
3.0,60,6,0.8,0.9211268800560791,1.0788503484598873,0.3112886574074102,0.9998611111111111
3.0,60,8,0.3,0.8831779559250366,1.0344034748435613,0.3248564814814859,0.9926388888888888
3.0,60,10,0.0,0.7886196628889836,0.923654076904477,0.384216666666669,1.167644138795435
